annotation	A_lyrata_NCBI
jg22364	XP_002866092.1
jg22366	XP_020870474.1
jg22389	XP_020871603.1
jg22390	XP_020871453.1, XP_020872036.1
jg22400	XP_020866755.1
jg22401	XP_002864405.1
jg22430	XP_002864416.1
jg22431	XP_020871161.1
jg22438	XP_020874772.1, XP_002864418.1
jg22439	XP_020871165.1
jg22499	XP_020865736.1
jg22501	XP_020865736.1
jg22502	XP_020865763.1
jg22606	XP_002866185.1
jg22636	XP_002864515.1
jg22637	XP_002864516.1
jg22924	XP_020884140.1, XP_002862718.1
jg22925	XP_002866355.1
jg22926	XP_002866356.1
jg22927	XP_002864656.1
jg23008	XP_002864697.1
jg23018	XP_002864702.1
jg23019	XP_002864703.1
jg23020	XP_002866394.1
jg23147	XP_020871837.1
jg23184	XP_002864783.1
jg23185	XP_002866484.1
jg23186	XP_002864784.1
jg23187	XP_002864785.1
jg23186	XP_002864784.1
jg23187	XP_002864785.1
jg23188	XP_002864786.1
jg23199	XP_020871182.1
jg23320	XP_002866558.1
jg23332	XP_020878146.1
jg23333	XP_020878136.1
jg23334	XP_002866564.1
jg23335	XP_020889449.1
jg23380	XP_020867410.1
jg23381	XP_002864878.1
jg23382	XP_020891617.1
jg23412	XP_020883660.1
jg23413	XP_020883582.1, XP_020871562.1
jg23485	XP_020871745.1
jg23486	XP_020879267.1
jg23577	XP_020869986.1
jg23580	XP_020880255.1
jg23713	XP_020883205.1
jg23714	XP_020883788.1
jg23784	XP_020871820.1
jg23785	XP_002866775.1
jg23786	XP_020871744.1
jg23787	XP_020871742.1
jg23788	XP_002866777.2
