annotation	A_thaliana
jg21663	AT5G50110.1
jg21664	AT5G50120.1
jg21665	AT5G50130.1
jg21826	AT5G51550.1
jg21990	AT5G52830.1
jg21991	AT5G52840.1
jg22037	AT5G53130.1
jg22038	AT5G53140.1
jg22235	AT5G54400.1
jg22236	AT5G54330.1
jg22289	AT5G54650.1
jg22290	AT5G54660.1
jg22328	AT3G44755.1
jg22335	AT5G55110.1
jg22336	AT5G55120.1
jg22337	AT5G55125.1
jg22346	AT5G55190.1
jg22347	AT5G55200.1
jg22348	AT5G55210.1
jg22446	AT5G53230.1, AT5G53240.1
jg22447	AT5G56000.1
jg22448	AT5G56010.1
jg22476	AT5G56260.3
jg22584	AT5G56960.2
jg22636	AT5G57360.2
jg22637	AT5G57370.1
jg22642	AT5G57400.2
jg22643	AT5G57410.3
jg22836	AT5G59220.1
jg22837	AT5G59210.1
jg22838	AT5G59200.1
jg22863	AT5G59310.1
jg22864	AT5G59320.1
jg22865	AT5G59320.1
jg22908	AT5G59720.1
jg22909	AT5G59730.1
jg22910	AT5G59740.1
jg22927	AT5G59880.1
jg22928	AT5G59880.1
jg22929	AT5G59890.1
jg22939	AT5G60000.1
jg22940	AT5G60010.1
jg22947	AT5G60080.1
jg22948	AT5G60090.1
jg22949	AT5G60100.2
jg23064	AT5G61200.3
jg23065	AT5G61210.1
jg23066	AT5G61220.1
jg23213	AT5G62610.1
jg23214	AT5G62620.1
jg23266	AT5G63030.1
jg23267	AT5G63040.1
jg23326	AT5G63530.1
jg23376	AT5G63905.2
jg23377	AT5G63910.1
jg23379	AT5G63920.1
jg23412	AT5G64220.1
jg23413	AT5G64230.1
jg23441	AT5G64400.2
jg23443	AT5G64410.1
jg23457	AT5G64530.1
jg23602	AT5G65810.1
jg23603	AT5G65820.1
jg23604	AT5G65830.1
jg23715	AT5G66750.1
jg23716	AT5G66740.1
